OBJECTID,Asset ID,Suburb,Street,Parking restriction Sign Type,Sign Category,Sign Status,Sign owner,BCC Code For Signs,Sign Direction,Sign is Temporary,Related Signs,Multi-sign Plate,Additional Sign Text,ParkingRestrictionDaysandTimes,SAP Object Number,SAP ID Number,Parking Restriction Code,GlobalID,geo_shape,geo_point_2d,Suburb_List,Latitude,Longitude,Parking_Restriction_Type
6276,SN-10-1000-1291647,FOREST LAKE,GRAND AVENUE,Loading Zone Passengers 2 Min. Max,Loading Zones,In Service,BCC,43PYR,Right,0,1,1,2 MIN MAX,":7am-9am ,SCHOOLDAYS:2pm-4pm",000000000100315381,IE000000000100315381,43,369bfb51-3cda-4b46-8f6c-416bd6070317,"{""coordinates"": [152.95978700012733, -27.62533884163122], ""type"": ""Point""}","-27.62533884163122, 152.95978700012733","F, FOREST LAKE",-27.62533884163122,152.95978700012733,Loading Zone Passengers 2 Min. Max
6316,SN-10-1000-1231297,BANYO,ROYAL PARADE,Loading Zone Passengers 2 Min. Max,Loading Zones,In Service,BCC,43R,Right,0,1,0,2 MIN MAX,,000000000100316234,IE000000000100316234,43,3b2a5811-835f-4fc1-a850-b69ab5af68c1,"{""coordinates"": [153.07711694910788, -27.37485573622609], ""type"": ""Point""}","-27.37485573622609, 153.07711694910788","B, BANYO",-27.37485573622609,153.07711694910788,Loading Zone Passengers 2 Min. Max
6317,SN-10-1000-1291740,CANNON HILL,BEAUVARDIA STREET,Loading Zone Passengers 2 Min. Max,Loading Zones,In Service,BCC,43PYR,Right,0,1,0,2 MIN MAX,":7am-9am ,SCHOOLDAYS:2pm-4pm",000000000100316259,IE000000000100316259,43,fc1db5d7-6903-4701-826c-b6a84a9fe650,"{""coordinates"": [153.08468865083594, -27.469732468424514], ""type"": ""Point""}","-27.469732468424514, 153.08468865083594","C, CANNON HILL",-27.469732468424514,153.08468865083594,Loading Zone Passengers 2 Min. Max
6351,SN-10-1000-1191852,MILTON,PARK ROAD,"Loading Zone - Passenger 2 Min. Max, Commercial Vehicles 20 Min. Max",Loading Zones,In Service,BCC,45ZR,Right,0,1,1,"2 MIN MAX,20 MINS MAX",MON-FRI:9am-7pm,000000000100317010,IE000000000100317010,45,f3f449cf-665a-439b-82fb-7dda1ab7aabe,"{""coordinates"": [153.00446971925518, -27.47036473553811], ""type"": ""Point""}","-27.47036473553811, 153.00446971925518","M, MILTON",-27.47036473553811,153.00446971925518,"Loading Zone - Passenger 2 Min. Max, Commercial Vehicles 20 Min. Max"
6361,SN-20-2000-2425531,EAST BRISBANE,STANLEY TERRACE,Loading Zone Passengers 2 Min. Max,Loading Zones,In Service,BCC,43PYL,Left,0,1,1,2 MIN MAX,"null:7 AM-9 AM ,SCHOOL DAYS:2 PM-4 PM",000000000100431858,IE000000000100431858,43,3d961d9c-0146-4481-9acf-90a758be3a29,"{""coordinates"": [153.051048335379, -27.48475171983469], ""type"": ""Point""}","-27.48475171983469, 153.051048335379","E, EAST BRISBANE",-27.48475171983469,153.051048335379,Loading Zone Passengers 2 Min. Max
6379,SN-10-1000-1273094,SUNNYBANK HILLS,SYMONS ROAD,Loading Zone Passengers 2 Min. Max,Loading Zones,In Service,BCC,43ZYL,Left,0,1,1,2 MIN MAX,":7am-9am ,SCHOOLDAYS:3-3:30pm",000000000100317569,IE000000000100317569,43,23854692-ee2e-4417-9b8f-0e5075baa7dd,"{""coordinates"": [153.0565146259733, -27.595286761646808], ""type"": ""Point""}","-27.595286761646808, 153.0565146259733","S, SUNNYBANK HILLS",-27.595286761646808,153.0565146259733,Loading Zone Passengers 2 Min. Max
6477,SN-10-1000-1184877,BRISBANE CITY,MARKET STREET,"Loading Zone - Passenger 2 Min. Max, Commercial Vehicles 20 Min. Max",Loading Zones,In Service,BCC,45ZR,Right,0,1,1,"2 MIN MAX,20 MINS MAX",MON-FRI & SUN:5:00AM-7:00PM,000000000100323147,IE000000000100323147,45,64c0254a-3869-4719-be31-8a341acfb1de,"{""coordinates"": [153.02973261434974, -27.4694717677199], ""type"": ""Point""}","-27.4694717677199, 153.02973261434974","B, BRISBANE CITY",-27.4694717677199,153.02973261434974,"Loading Zone - Passenger 2 Min. Max, Commercial Vehicles 20 Min. Max"
6501,SN-10-1000-1186012,BRISBANE CITY,NORTH QUAY,"Loading Zone - Passenger 2 Min. Max, Commercial Vehicles 20 Min. Max",Loading Zones,In Service,BCC,45L,Left,0,1,1,"2 MIN MAX,20 MINS MAX",,000000000100313343,IE000000000100313343,45,c7ef0403-8116-4f83-ac4b-01da0eb1da93,"{""coordinates"": [153.0171382747398, -27.467297064285855], ""type"": ""Point""}","-27.467297064285855, 153.0171382747398","B, BRISBANE CITY",-27.467297064285855,153.0171382747398,"Loading Zone - Passenger 2 Min. Max, Commercial Vehicles 20 Min. Max"
6575,SN-10-1000-1231865,COORPAROO,CAVENDISH ROAD,Loading Zone Passengers 2 Min. Max,Loading Zones,In Service,BCC,43PYL,Left,0,1,1,2 MIN MAX,":7am-9am ,SCHOOLDAYS:2pm-4pm",000000000100324337,IE000000000100324337,43,9a5ad4b9-7ac7-46d7-9509-538ba12a6c07,"{""coordinates"": [153.05377307548875, -27.48643047178854], ""type"": ""Point""}","-27.48643047178854, 153.05377307548875","C, COORPAROO",-27.48643047178854,153.05377307548875,Loading Zone Passengers 2 Min. Max
6588,SN-10-1000-1199528,HENDRA,SCHOOL STREET,Loading Zone Passengers 2 Min. Max,Loading Zones,In Service,BCC,43PYL,Left,0,1,0,2 MIN MAX,":7am-9am ,SCHOOLDAYS:2pm-4pm",000000000100324689,IE000000000100324689,43,e42baf20-ab2d-4562-8af4-0b041f4dc02a,"{""coordinates"": [153.07455508610514, -27.421208932035164], ""type"": ""Point""}","-27.421208932035164, 153.07455508610514","H, HENDRA",-27.421208932035164,153.07455508610514,Loading Zone Passengers 2 Min. Max
6605,SN-10-1000-1282827,STAFFORD HEIGHTS,DETLING STREET,Loading Zone Passengers 2 Min. Max,Loading Zones,In Service,BCC,43ZYD,Bi-Directional,0,1,0,2 MIN MAX,":8:00AM-9:00AM ,SCHOOLDAYS:2:30PM-3:30PM",000000000100325056,IE000000000100325056,43,e50940b1-cba0-40ff-a814-77602dcfacc5,"{""coordinates"": [153.00719743454786, -27.393674582440088], ""type"": ""Point""}","-27.393674582440088, 153.00719743454786","S, STAFFORD HEIGHTS",-27.393674582440088,153.00719743454786,Loading Zone Passengers 2 Min. Max
6703,SN-10-1000-1283244,THE GAP,CHAPROWE ROAD,Loading Zone Passengers 2 Min. Max,Loading Zones,In Service,BCC,43ZYR,Right,0,1,1,2 MIN MAX,":7:30AM-9:00AM ,SCHOOLDAYS:2:00PM-3:30PM",000000000100319339,IE000000000100319339,43,f330f956-ec11-45a2-80a2-378df95958ef,"{""coordinates"": [152.94622690148674, -27.439007173302485], ""type"": ""Point""}","-27.439007173302485, 152.94622690148674","T, THE GAP",-27.439007173302485,152.94622690148674,Loading Zone Passengers 2 Min. Max
6749,SN-10-1000-1273197,SUNNYBANK,STATION ROAD,Loading Zone Passengers 2 Min. Max,Loading Zones,In Service,BCC,43PR,Right,0,1,0,2 MIN MAX,":7am-9am ,MON-FRI:2pm-4pm",000000000100320282,IE000000000100320282,43,362d60b7-bfed-4d97-bbd1-4218d571fbef,"{""coordinates"": [153.05492709618247, -27.5755858542504], ""type"": ""Point""}","-27.5755858542504, 153.05492709618247","S, SUNNYBANK",-27.5755858542504,153.05492709618247,Loading Zone Passengers 2 Min. Max
6816,SN-10-1000-1237334,YERONGA,VILLA STREET,Loading Zone Passengers 2 Min. Max,Loading Zones,In Service,BCC,43PYR,Right,0,1,0,2 MIN MAX,":7am-9am ,SCHOOLDAYS:2pm-4pm",000000000100321700,IE000000000100321700,43,90b9f069-0d8c-4229-a5e5-f1b89f0d4b86,"{""coordinates"": [153.02346527213558, -27.517674752196115], ""type"": ""Point""}","-27.517674752196115, 153.02346527213558","Y, YERONGA",-27.517674752196115,153.02346527213558,Loading Zone Passengers 2 Min. Max
6829,SN-10-1000-1264513,HOLLAND PARK WEST,CROWN STREET,Loading Zone Passengers 2 Min. Max,Loading Zones,In Service,BCC,43ZYD,Bi-Directional,0,1,0,2 MIN MAX,SCHOOLDAYS:2:30am-3:30pm,000000000100322020,IE000000000100322020,43,a0671e64-c828-41d8-b45d-d90701de94a4,"{""coordinates"": [153.05949178172432, -27.519303839980502], ""type"": ""Point""}","-27.519303839980502, 153.05949178172432","H, HOLLAND PARK WEST",-27.519303839980502,153.05949178172432,Loading Zone Passengers 2 Min. Max
6842,SN-10-1000-1253497,BRISBANE CITY,QUEEN STREET,"Loading Zone - Passenger 2 Min. Max, Commercial Vehicles 20 Min. Max",Loading Zones,In Service,BCC,45ZL,Left,0,1,0,"2 MIN MAX,20 MINS MAX","MON-FRI:5am-4pm ,SAT:5am-11am",000000000100322279,IE000000000100322279,45,b463ca3a-6863-47bf-a1f7-af8ea5c08abb,"{""coordinates"": [153.0308259003037, -27.465215180210997], ""type"": ""Point""}","-27.465215180210997, 153.0308259003037","B, BRISBANE CITY",-27.465215180210997,153.0308259003037,"Loading Zone - Passenger 2 Min. Max, Commercial Vehicles 20 Min. Max"
6877,SN-10-1000-1312690,BRISBANE CITY,DIDDAMS LANE,"Loading Zone - Passenger 2 Min. Max, Commercial Vehicles 20 Min. Max",Loading Zones,In Service,BCC,45TR,Right,0,1,1,"2 MIN MAX,20 MINS MAX",MON-FRI:7:00AM-7:00PM,000000000100322987,IE000000000100322987,45,604963bc-982d-4ed8-b7b7-a1094c7a5a23,"{""coordinates"": [153.03201353763873, -27.4621709615679], ""type"": ""Point""}","-27.4621709615679, 153.03201353763873","B, BRISBANE CITY",-27.4621709615679,153.03201353763873,"Loading Zone - Passenger 2 Min. Max, Commercial Vehicles 20 Min. Max"
6895,SN-20-2000-2449261,DARRA,DARRA STATION ROAD,Loading Zone Passengers 2 Min. Max,Loading Zones,In Service,BCC,43ZYL,Left,0,1,0,2 MIN MAX,"null:7 AM-9 AM ,SCHOOL DAYS:2:30 PM-3:30 PM",000000000100443437,IE000000000100443437,43,999401c6-207f-4126-a1ce-64a7a016bc65,"{""coordinates"": [152.95216074842506, -27.56813258271515], ""type"": ""Point""}","-27.56813258271515, 152.95216074842506","D, DARRA",-27.56813258271515,152.95216074842506,Loading Zone Passengers 2 Min. Max
6896,SN-20-2000-2404019,WOOLLOONGABBA,PRINCESS ALEXANDRA HOSPITAL ACCESS,Loading Zone Passengers 2 Min. Max,Loading Zones,In Service,BCC,43L,Left,0,1,1,2 MIN MAX,,000000000100432068,IE000000000100432068,43,874db380-7419-4962-886b-f90ed39aa863,"{""coordinates"": [153.03381236685598, -27.496680066042885], ""type"": ""Point""}","-27.496680066042885, 153.03381236685598","W, WOOLLOONGABBA",-27.496680066042885,153.03381236685598,Loading Zone Passengers 2 Min. Max
6914,SN-30-1000-2088321,ANNERLEY,LAGONDA STREET,Loading Zone Passengers 2 Min. Max,Loading Zones,In Service,BCC,43R,Right,0,1,0,,,000000000100466617,IE000000000100466617,43,6accd793-f61e-49ba-bc27-5de1f1e429a4,"{""coordinates"": [153.02771214299125, -27.510362702249896], ""type"": ""Point""}","-27.510362702249896, 153.02771214299125","A, ANNERLEY",-27.510362702249896,153.02771214299125,Loading Zone Passengers 2 Min. Max
6973,SN-10-1000-1150775,FORTITUDE VALLEY,CHESTER STREET,Loading Zone Passengers 2 Min. Max,Loading Zones,In Service,BCC,43L,Left,0,1,0,2 MIN MAX,,000000000100324896,IE000000000100324896,43,d5261614-5b79-4cbd-a209-a915420be133,"{""coordinates"": [153.0403255553216, -27.45373377484754], ""type"": ""Point""}","-27.45373377484754, 153.0403255553216","F, FORTITUDE VALLEY",-27.45373377484754,153.0403255553216,Loading Zone Passengers 2 Min. Max
7016,SN-10-1000-1283444,ZILLMERE,ROAD,Loading Zone Passengers 2 Min. Max,Loading Zones,In Service,BCC,43R,Right,0,1,1,2 MIN MAX,,000000000100323802,IE000000000100323802,43,e1607b74-1ce8-4542-af77-357a0be5ff7e,"{""coordinates"": [153.0385434891155, -27.358077509991016], ""type"": ""Point""}","-27.358077509991016, 153.0385434891155","Z, ZILLMERE",-27.358077509991016,153.0385434891155,Loading Zone Passengers 2 Min. Max
7032,SN-10-1000-1285932,ASHGROVE,ALOOMBA ROAD,Loading Zone Passengers 2 Min. Max,Loading Zones,In Service,BCC,43PYL,Left,0,1,0,2 MIN MAX,":7:00AM-9:00AM ,SCHOOL DAYS:2:00PM-4:00PM",000000000100323960,IE000000000100323960,43,ff932c84-f157-40b7-b41c-d81cd2dabf47,"{""coordinates"": [152.9886090124768, -27.443974151101283], ""type"": ""Point""}","-27.443974151101283, 152.9886090124768","A, ASHGROVE",-27.443974151101283,152.9886090124768,Loading Zone Passengers 2 Min. Max
7072,SN-10-1000-1214250,MORNINGSIDE,WAMINDA STREET,Loading Zone Passengers 2 Min. Max,Loading Zones,In Service,BCC,43R,Right,0,1,0,2 MIN MAX,,000000000100324352,IE000000000100324352,43,db8780d0-5fda-4875-8510-e99c3b8aff8e,"{""coordinates"": [153.06967943992046, -27.47135156955555], ""type"": ""Point""}","-27.47135156955555, 153.06967943992046","M, MORNINGSIDE",-27.47135156955555,153.06967943992046,Loading Zone Passengers 2 Min. Max
7089,SN-20-2000-2451090,VIRGINIA,WELLINGTON STREET,Loading Zone Passengers 2 Min. Max,Loading Zones,In Service,BCC,43R,Right,0,1,0,2 MIN MAX,,000000000100442739,IE000000000100442739,43,015cf07a-572b-4710-96c7-fa4dd39101b6,"{""coordinates"": [153.06315327982819, -27.38263478772185], ""type"": ""Point""}","-27.38263478772185, 153.06315327982819","V, VIRGINIA",-27.38263478772185,153.06315327982819,Loading Zone Passengers 2 Min. Max
7105,SN-10-1000-1136247,FORTITUDE VALLEY,MALT STREET,"Loading Zone - Passenger 2 Min. Max, Commercial Vehicles 20 Min. Max",Loading Zones,In Service,BCC,45L,Left,0,1,1,"2 MIN MAX,20 MINS MAX",,000000000100324685,IE000000000100324685,45,d6e40e23-1f6f-4076-b254-b22cf0adfaed,"{""coordinates"": [153.03775554067482, -27.46099992265209], ""type"": ""Point""}","-27.46099992265209, 153.03775554067482","F, FORTITUDE VALLEY",-27.46099992265209,153.03775554067482,"Loading Zone - Passenger 2 Min. Max, Commercial Vehicles 20 Min. Max"
7140,SN-10-1000-1253424,BRISBANE CITY,HERSCHEL STREET,"Loading Zone - Passenger 2 Min. Max, Commercial Vehicles 20 Min. Max",Loading Zones,In Service,BCC,45L,Left,0,1,0,"2 MIN MAX,20 MINS MAX",,000000000100318179,IE000000000100318179,45,cf7d4cd7-d006-438e-aa88-6885195640eb,"{""coordinates"": [153.0193081262848, -27.467704968387487], ""type"": ""Point""}","-27.467704968387487, 153.0193081262848","B, BRISBANE CITY",-27.467704968387487,153.0193081262848,"Loading Zone - Passenger 2 Min. Max, Commercial Vehicles 20 Min. Max"
7159,SN-10-1000-1149779,NEWSTEAD,DURONG STREET,Loading Zone Passengers 2 Min. Max,Loading Zones,In Service,BCC,43L,Left,0,1,0,2 MINUTE,,000000000100315342,IE000000000100315342,43,ca184ee6-70d0-4b61-b0b9-66032db77241,"{""coordinates"": [153.04455160133156, -27.442053189890018], ""type"": ""Point""}","-27.442053189890018, 153.04455160133156","N, NEWSTEAD",-27.442053189890018,153.04455160133156,Loading Zone Passengers 2 Min. Max
7229,SN-10-1000-1273175,SUNNYBANK,EDDINGTON STREET,Loading Zone Passengers 2 Min. Max,Loading Zones,In Service,BCC,43PYL,Left,0,1,1,2 MIN MAX,":7am-9am ,SCHOOLDAYS:2pm-4pm",000000000100315977,IE000000000100315977,43,565b3f7b-fe22-41bf-8e5d-536a59e09449,"{""coordinates"": [153.05142263442295, -27.575732072111293], ""type"": ""Point""}","-27.575732072111293, 153.05142263442295","S, SUNNYBANK",-27.575732072111293,153.05142263442295,Loading Zone Passengers 2 Min. Max
7265,SN-10-1000-1282876,GRANGE,INGLIS STREET,Loading Zone Passengers 2 Min. Max,Loading Zones,In Service,BCC,43PYR,Right,0,1,1,2 MIN MAX,":7am-9am ,SCHOOLDAYS:2pm-4pm",000000000100319558,IE000000000100319558,43,442c9e46-22e0-4b3b-9bc7-a96a773175a0,"{""coordinates"": [153.0159121430611, -27.42836702145326], ""type"": ""Point""}","-27.42836702145326, 153.0159121430611","G, GRANGE",-27.42836702145326,153.0159121430611,Loading Zone Passengers 2 Min. Max
7271,SN-10-1000-1282139,MITCHELTON,MCCONAGHY STREET,Loading Zone Passengers 2 Min. Max,Loading Zones,In Service,BCC,43L,Left,0,1,1,2 MIN MAX,,000000000100316443,IE000000000100316443,43,856f3abf-b064-4ca1-bb35-7cdeca369c4a,"{""coordinates"": [152.97622185180896, -27.411373244323496], ""type"": ""Point""}","-27.411373244323496, 152.97622185180896","M, MITCHELTON",-27.411373244323496,152.97622185180896,Loading Zone Passengers 2 Min. Max
7303,SN-10-1000-1294490,INDOOROOPILLY,RUSSELL TERRACE,Loading Zone Passengers 2 Min. Max,Loading Zones,In Service,BCC,43PYR,Right,0,1,0,2 MIN MAX,":7am-9am ,SCHOOLDAYS:2pm-4pm",000000000100319973,IE000000000100319973,43,c88a78e3-07f9-48a9-b21b-3639b0b37efa,"{""coordinates"": [152.96386672631746, -27.500193130775305], ""type"": ""Point""}","-27.500193130775305, 152.96386672631746","I, INDOOROOPILLY",-27.500193130775305,152.96386672631746,Loading Zone Passengers 2 Min. Max
7357,SN-10-1000-1183361,BRISBANE CITY,MACROSSAN STREET,"Loading Zone - Passenger 2 Min. Max, Commercial Vehicles 20 Min. Max",Loading Zones,In Service,BCC,45L,Left,0,1,0,"2 MIN MAX,20 MINS MAX",,000000000100320582,IE000000000100320582,45,108fc473-796b-4379-b1f5-33099f4af0f0,"{""coordinates"": [153.03263474276332, -27.462945070262066], ""type"": ""Point""}","-27.462945070262066, 153.03263474276332","B, BRISBANE CITY",-27.462945070262066,153.03263474276332,"Loading Zone - Passenger 2 Min. Max, Commercial Vehicles 20 Min. Max"
7359,SN-10-1000-1201908,BULIMBA,OXFORD STREET,"Loading Zone - Passenger 2 Min. Max, Commercial Vehicles 20 Min. Max",Loading Zones,In Service,BCC,45R,Right,0,1,1,"2 MIN MAX,20 MINS MAX",,000000000100320593,IE000000000100320593,45,6837afe4-eebd-41e4-9c95-5bb9cdf8a3b3,"{""coordinates"": [153.0589581220675, -27.451260670505622], ""type"": ""Point""}","-27.451260670505622, 153.0589581220675","B, BULIMBA",-27.451260670505622,153.0589581220675,"Loading Zone - Passenger 2 Min. Max, Commercial Vehicles 20 Min. Max"
7409,SN-10-1000-1186359,BRISBANE CITY,MAKERSTON STREET,"Loading Zone - Passenger 2 Min. Max, Commercial Vehicles 20 Min. Max",Loading Zones,In Service,BCC,45L,Left,0,1,0,"2 MIN MAX,20 MINS MAX",,000000000100321111,IE000000000100321111,45,3081277e-ec47-4b1f-baaa-b3eb59c41e20,"{""coordinates"": [153.0181870492216, -27.467278499721388], ""type"": ""Point""}","-27.467278499721388, 153.0181870492216","B, BRISBANE CITY",-27.467278499721388,153.0181870492216,"Loading Zone - Passenger 2 Min. Max, Commercial Vehicles 20 Min. Max"
7434,SN-20-2000-2449734,ENOGGERA,HURDCOTTE STREET,Loading Zone Passengers 2 Min. Max,Loading Zones,In Service,BCC,43PYR,Right,0,1,0,2 MIN MAX,"null:7 AM-9 AM ,SCHOOL DAYS:2 PM-4 PM",000000000100443027,IE000000000100443027,43,d7e39b6e-bc54-40f7-adec-7a3db102d5b0,"{""coordinates"": [152.9885491661525, -27.416847746934835], ""type"": ""Point""}","-27.416847746934835, 152.9885491661525","E, ENOGGERA",-27.416847746934835,152.9885491661525,Loading Zone Passengers 2 Min. Max
7494,SN-10-1000-1241646,ANNERLEY,CHESTER ROAD,Loading Zone Passengers 2 Min. Max,Loading Zones,In Service,BCC,43PYD,Bi-Directional,0,1,0,2 MIN MAX,":7am-9am ,SCHOOLDAYS:2pm-4pm",000000000100322296,IE000000000100322296,43,db79ef13-0262-408d-8537-529532465a09,"{""coordinates"": [153.03182851499133, -27.515409846953993], ""type"": ""Point""}","-27.515409846953993, 153.03182851499133","A, ANNERLEY",-27.515409846953993,153.03182851499133,Loading Zone Passengers 2 Min. Max
7502,SN-10-1000-1275994,NORTHGATE,FREDERICK STREET,"Loading Zone - Passenger 2 Min. Max, Commercial Vehicles 20 Min. Max",Loading Zones,In Service,BCC,45ZL,Left,0,1,0,"2 MIN MAX,20 MINS MAX","MON-FRI:6am-6pm ,SAT:6am-12noon",000000000100320357,IE000000000100320357,45,34fce912-64e9-4f71-bf7c-a5779ddd6072,"{""coordinates"": [153.0739917175386, -27.38685169731922], ""type"": ""Point""}","-27.38685169731922, 153.0739917175386","N, NORTHGATE",-27.38685169731922,153.0739917175386,"Loading Zone - Passenger 2 Min. Max, Commercial Vehicles 20 Min. Max"
7532,SN-10-1000-1271160,GRACEVILLE,APPEL STREET,Loading Zone Passengers 2 Min. Max,Loading Zones,In Service,BCC,43L,Left,0,1,1,2 MIN MAX,,000000000100324382,IE000000000100324382,43,d95c4add-f476-431a-b368-b83ef7e796c8,"{""coordinates"": [152.9760589960526, -27.520515244587635], ""type"": ""Point""}","-27.520515244587635, 152.9760589960526","G, GRACEVILLE",-27.520515244587635,152.9760589960526,Loading Zone Passengers 2 Min. Max
7548,SN-10-1000-1163597,DUTTON PARK,GLADSTONE ROAD,Loading Zone Passengers 2 Min. Max,Loading Zones,In Service,BCC,43R,Right,0,1,0,2 MIN MAX,,000000000100324676,IE000000000100324676,43,bb0cc5a0-f124-4c71-8b4a-ed8e052fa1ae,"{""coordinates"": [153.0271840186773, -27.497101856587484], ""type"": ""Point""}","-27.497101856587484, 153.0271840186773","D, DUTTON PARK",-27.497101856587484,153.0271840186773,Loading Zone Passengers 2 Min. Max
7564,SN-10-1000-1235166,COORPAROO,BERESFORD TERRACE,Loading Zone Passengers 2 Min. Max,Loading Zones,In Service,BCC,43L,Left,0,1,0,2 MIN MAX,,000000000100325013,IE000000000100325013,43,89b4b82b-aa42-45de-a9b2-2e27bb71a674,"{""coordinates"": [153.0652001286816, -27.506418922861748], ""type"": ""Point""}","-27.506418922861748, 153.0652001286816","C, COORPAROO",-27.506418922861748,153.0652001286816,Loading Zone Passengers 2 Min. Max
